10.18653/v1/2023.findings-eacl.1	2
10.18653/v1/2023.findings-eacl.2	0
10.18653/v1/2023.findings-eacl.3	0
10.18653/v1/2023.findings-eacl.4	0
10.18653/v1/2023.findings-eacl.5	12
10.18653/v1/2023.findings-eacl.6	4
10.18653/v1/2023.findings-eacl.7	0
10.18653/v1/2023.findings-eacl.8	0
10.18653/v1/2023.findings-eacl.9	0
10.18653/v1/2023.findings-eacl.10	0
10.18653/v1/2023.findings-eacl.11	0
10.18653/v1/2023.findings-eacl.12	0
10.18653/v1/2023.findings-eacl.13	0
10.18653/v1/2023.findings-eacl.14	2
10.18653/v1/2023.findings-eacl.15	0
10.18653/v1/2023.findings-eacl.16	0
10.18653/v1/2023.findings-eacl.17	1
10.18653/v1/2023.findings-eacl.18	0
10.18653/v1/2023.findings-eacl.19	0
10.18653/v1/2023.findings-eacl.20	12
10.18653/v1/2023.findings-eacl.21	0
10.18653/v1/2023.findings-eacl.22	1
10.18653/v1/2023.findings-eacl.23	0
10.18653/v1/2023.findings-eacl.24	1
10.18653/v1/2023.findings-eacl.25	1
10.18653/v1/2023.findings-eacl.26	0
10.18653/v1/2023.findings-eacl.27	0
10.18653/v1/2023.findings-eacl.28	0
10.18653/v1/2023.findings-eacl.29	0
10.18653/v1/2023.findings-eacl.30	3
10.18653/v1/2023.findings-eacl.31	5
10.18653/v1/2023.findings-eacl.32	0
10.18653/v1/2023.findings-eacl.33	4
10.18653/v1/2023.findings-eacl.34	0
10.18653/v1/2023.findings-eacl.35	1
10.18653/v1/2023.findings-eacl.36	4
10.18653/v1/2023.findings-eacl.37	1
10.18653/v1/2023.findings-eacl.38	1
10.18653/v1/2023.findings-eacl.39	0
10.18653/v1/2023.findings-eacl.40	1
10.18653/v1/2023.findings-eacl.41	2
10.18653/v1/2023.findings-eacl.42	0
10.18653/v1/2023.findings-eacl.43	0
10.18653/v1/2023.findings-eacl.44	1
10.18653/v1/2023.findings-eacl.45	0
10.18653/v1/2023.findings-eacl.46	0
10.18653/v1/2023.findings-eacl.47	1
10.18653/v1/2023.findings-eacl.48	0
10.18653/v1/2023.findings-eacl.49	0
10.18653/v1/2023.findings-eacl.50	2
10.18653/v1/2023.findings-eacl.51	0
10.18653/v1/2023.findings-eacl.52	0
10.18653/v1/2023.findings-eacl.53	3
10.18653/v1/2023.findings-eacl.54	1
10.18653/v1/2023.findings-eacl.55	4
10.18653/v1/2023.findings-eacl.56	0
10.18653/v1/2023.findings-eacl.57	0
10.18653/v1/2023.findings-eacl.58	1
10.18653/v1/2023.findings-eacl.59	0
10.18653/v1/2023.findings-eacl.60	1
